transaction_id,customer_id,failed_at,amount,payment_method,error_code,customer_historical_success_rate,retry_attempt_number,recovery_action_taken,recovery_success,recovered_at,hidden_true_probability
082707a1-e137-447c-ad34-133763daecee,cust_1849,2026-07-20 23:20:00.573478,234.32,debit_card,ERR_NETWORK,0.669,1,whatsapp_link,False,,0.634
afd13d23-bde3-462b-9b9d-731d5eba3372,cust_51,2026-05-26 04:20:00.573478,4129.74,debit_card,ERR_INSUFFICIENT_FUNDS,0.986,1,email_link,False,,0.297
75c045de-a4f2-474f-9aa0-9f0926d83b13,cust_1077,2026-06-08 10:20:00.573478,749.45,debit_card,ERR_INSUFFICIENT_FUNDS,0.886,1,whatsapp_link,True,2026-06-11 01:20:00.573478,0.477
46abfd46-e955-4b2f-b50d-9aa95baf42ff,cust_1811,2026-03-23 20:20:00.573478,384.15,debit_card,ERR_NETWORK,0.788,1,silent_retry,True,2026-03-25 20:20:00.573478,0.908
099219cd-2654-454b-8a5b-0d5403b31cac,cust_1625,2026-05-09 09:20:00.573478,332.81,debit_card,ERR_NETWORK,0.597,2,email_link,False,,0.465
c75fa813-650d-4522-820e-8067181fcb4e,cust_1998,2026-06-10 10:20:00.573478,4749.81,enach,ERR_INSUFFICIENT_FUNDS,0.792,1,whatsapp_link,False,,0.458
8d344b90-56de-4948-a1d3-375c2b2aecdc,cust_1683,2026-03-25 03:20:00.573478,228.91,enach,ERR_CARD_EXPIRED,0.871,2,email_link,True,2026-03-26 14:20:00.573478,0.393
bd143783-7d0c-44b3-99bd-43d5f0320157,cust_380,2026-05-04 12:20:00.573478,1111.75,credit_card,ERR_NETWORK,0.861,1,silent_retry,True,2026-05-05 23:20:00.573478,0.922
e53a13c0-01d8-40d0-992f-1efbea756fbd,cust_727,2026-08-10 06:20:00.573478,678.01,credit_card,ERR_INSUFFICIENT_FUNDS,0.865,1,whatsapp_link,True,2026-08-11 18:20:00.573478,0.473
a4da7dd5-6594-436f-bb39-49a52c4bd045,cust_729,2026-08-24 14:20:00.573478,1921.89,upi,ERR_INSUFFICIENT_FUNDS,0.663,3,email_link,False,,0.131
f87298f8-bca2-42e6-99a0-f0ef46651709,cust_1393,2026-06-22 07:20:00.573478,1667.24,upi,ERR_NETWORK,0.788,1,email_link,True,2026-06-23 02:20:00.573478,0.658
6f372889-296a-4f59-a3b6-baac35886740,cust_76,2026-06-20 03:20:00.573478,1535.73,credit_card,ERR_INSUFFICIENT_FUNDS,0.854,1,email_link,True,2026-06-20 19:20:00.573478,0.271
1aae9c62-77b7-4889-9965-09d4f5aa0882,cust_569,2026-07-23 17:20:00.573478,3533.75,debit_card,ERR_INSUFFICIENT_FUNDS,0.861,2,silent_retry,False,,0.204
d669037b-a6e8-47b2-8a87-c3e37b0a0e0e,cust_1541,2026-05-26 07:20:00.573478,4546.7,credit_card,ERR_INSUFFICIENT_FUNDS,0.697,2,whatsapp_link,False,,0.33
a9a2d6bb-594f-45bb-8379-01d72fa4622d,cust_876,2026-08-21 00:20:00.573478,2899.22,enach,ERR_INSUFFICIENT_FUNDS,0.416,2,silent_retry,False,,0.137
10f746e3-a662-4184-882c-4bea04e31098,cust_387,2026-04-25 12:20:00.573478,4818.79,enach,ERR_INSUFFICIENT_FUNDS,0.836,3,silent_retry,False,,0.46
dd715184-b1a9-42d5-b961-d54d007519b7,cust_1173,2026-04-16 20:20:00.573478,1542.02,credit_card,ERR_INSUFFICIENT_FUNDS,0.778,1,silent_retry,False,,0.256
cdbad0f6-f772-418b-a42d-a2a244e8637d,cust_471,2026-05-29 19:20:00.573478,2958.91,enach,ERR_INSUFFICIENT_FUNDS,0.949,3,silent_retry,True,2026-06-01 10:20:00.573478,0.472
43d27f3f-cd70-4ec1-be9f-7e7d146fb0d3,cust_1169,2026-07-20 01:20:00.573478,4707.61,upi,ERR_INSUFFICIENT_FUNDS,0.947,1,silent_retry,False,,0.289
66f6e917-8dc8-4ef8-b148-a794190df537,cust_824,2026-06-26 12:20:00.573478,4926.9,upi,ERR_INSUFFICIENT_FUNDS,0.704,2,silent_retry,True,2026-06-28 23:20:00.573478,0.593
4884b021-d20b-4965-8b3f-8a4fc2936d5c,cust_795,2026-07-28 03:20:00.573478,3488.4,credit_card,ERR_INSUFFICIENT_FUNDS,0.765,2,email_link,True,2026-07-29 02:20:00.573478,0.19
58a178b2-f5cc-471e-a709-fd67c5184b62,cust_997,2026-06-18 12:20:00.573478,3069.26,debit_card,ERR_RISK_FLAG,0.781,1,silent_retry,False,,0.156
876bf0f7-2ae2-4399-8699-76bafc94e511,cust_1372,2026-05-25 01:20:00.573478,1142.52,debit_card,ERR_NETWORK,0.87,1,whatsapp_link,True,2026-05-26 07:20:00.573478,0.674
c72885b9-da4e-424a-b854-c41efe24dd5a,cust_1359,2026-05-19 10:20:00.573478,3517.45,credit_card,ERR_CARD_EXPIRED,0.927,3,whatsapp_link,False,,0.301
13f870f3-e2ac-44fb-940a-aa94844e54da,cust_1532,2026-07-04 22:20:00.573478,1772.66,upi,ERR_CARD_EXPIRED,0.843,1,silent_retry,False,,0.079
9ad45add-464e-410c-a61a-f914e045be1a,cust_1995,2026-06-04 14:20:00.573478,4867.24,credit_card,ERR_CARD_EXPIRED,0.913,1,whatsapp_link,False,,0.533
663a997c-b300-49ee-9763-ea52cc871860,cust_1490,2026-04-04 04:20:00.573478,3481.93,credit_card,ERR_CARD_EXPIRED,0.856,2,whatsapp_link,True,2026-04-06 12:20:00.573478,0.391
0325ebb7-46ff-4688-b79d-e208507b9db3,cust_350,2026-04-26 09:20:00.573478,3822.78,debit_card,ERR_INSUFFICIENT_FUNDS,0.729,2,whatsapp_link,False,,0.334
7030118f-0798-4881-8cc9-007f04cb1a71,cust_1336,2026-03-18 17:20:00.573478,1287.11,credit_card,ERR_CARD_EXPIRED,0.718,1,email_link,False,,0.494
ae038cd7-6ee3-41c6-a579-8918f0a4a994,cust_1977,2026-03-14 07:20:00.573478,1839.01,credit_card,ERR_INSUFFICIENT_FUNDS,0.837,1,silent_retry,False,,0.267
0513bcff-11e8-447c-9af8-0af17ad4a596,cust_1494,2026-08-16 16:20:00.573478,3263.99,debit_card,ERR_INSUFFICIENT_FUNDS,0.826,1,email_link,True,2026-08-18 01:20:00.573478,0.265
62e6bef0-9d69-46ab-bbdf-24106696da35,cust_1461,2026-05-15 11:20:00.573478,492.15,upi,ERR_NETWORK,0.919,1,email_link,False,,0.684
0e85e779-d539-4386-86e6-ab8465e20aa7,cust_1247,2026-06-27 04:20:00.573478,3641.19,debit_card,ERR_INSUFFICIENT_FUNDS,0.675,2,silent_retry,True,2026-06-28 06:20:00.573478,0.589
cf7d03e3-51a4-42e0-8cec-c5368d0491e9,cust_1459,2026-07-19 02:20:00.573478,3861.12,debit_card,ERR_NETWORK,0.915,1,silent_retry,True,2026-07-19 05:20:00.573478,0.933
ef27d085-4766-423f-9b33-adc6a0d12bfa,cust_1697,2026-07-09 00:20:00.573478,529.55,upi,ERR_NETWORK,0.614,1,silent_retry,True,2026-07-09 15:20:00.573478,0.873
5bdc85e4-3f2d-4e30-9bc5-b463e0460d70,cust_1944,2026-08-26 01:20:00.573478,4954.55,debit_card,ERR_RISK_FLAG,0.71,1,email_link,False,,0.142
32a58492-922b-43fb-89d4-3a22d74a5c91,cust_918,2026-04-29 14:20:00.573478,4090.42,upi,ERR_INSUFFICIENT_FUNDS,0.762,1,whatsapp_link,False,,0.452
8bb1f8d0-8fa5-43d4-ae34-b22593ce0ca4,cust_1773,2026-04-02 06:20:00.573478,2743.93,upi,ERR_CARD_EXPIRED,0.892,1,email_link,True,2026-04-05 00:20:00.573478,0.528
075438cd-f330-4a96-94ad-9ef2debd119f,cust_1998,2026-05-06 18:20:00.573478,3498.22,enach,ERR_NETWORK,0.877,2,email_link,True,2026-05-07 21:20:00.573478,0.507
06a37625-58f4-4f95-9a3f-e00112a711d5,cust_420,2026-05-25 13:20:00.573478,4395.15,credit_card,ERR_NETWORK,0.753,2,whatsapp_link,False,,0.488
42c75257-915b-4182-ad5b-acf7371c2270,cust_228,2026-08-05 02:20:00.573478,3881.22,upi,ERR_INSUFFICIENT_FUNDS,0.956,1,email_link,False,,0.291
c0a4ddf8-1915-4fcb-861a-0ada521bfc85,cust_794,2026-04-07 17:20:00.573478,2362.83,debit_card,ERR_INSUFFICIENT_FUNDS,0.917,1,email_link,False,,0.283
dcbb73ed-881d-4909-b7e3-81ed392a88d9,cust_958,2026-06-09 03:20:00.573478,4619.25,enach,ERR_NETWORK,0.857,1,email_link,True,2026-06-09 12:20:00.573478,0.671
287b5a29-ba44-4844-9a23-bd09ad232f81,cust_1014,2026-04-26 12:20:00.573478,2641.31,enach,ERR_NETWORK,0.857,1,email_link,True,2026-04-26 21:20:00.573478,0.671
1441eb6f-387c-425c-8fcf-30a154ff409d,cust_202,2026-07-08 18:20:00.573478,3712.76,credit_card,ERR_INSUFFICIENT_FUNDS,0.943,1,email_link,True,2026-07-11 00:20:00.573478,0.289
24224229-3505-40c2-a31d-40dc345be5b9,cust_664,2026-03-29 22:20:00.573478,163.16,credit_card,ERR_CARD_EXPIRED,0.701,1,silent_retry,True,2026-03-31 23:20:00.573478,0.05
49ecdec0-9250-403c-92f1-bd7879ed4ae7,cust_148,2026-03-02 00:20:00.573478,2190.27,enach,ERR_INSUFFICIENT_FUNDS,0.795,1,email_link,False,,0.259
8f011338-6546-4d08-918a-f37bed4489d6,cust_1329,2026-05-18 06:20:00.573478,2668.51,enach,ERR_INSUFFICIENT_FUNDS,0.877,1,silent_retry,False,,0.275
4a52581d-447b-4f34-a093-f380844a6990,cust_831,2026-03-10 21:20:00.573478,2679.23,credit_card,ERR_NETWORK,0.884,3,email_link,True,2026-03-11 04:20:00.573478,0.381
575b8151-b136-4fbe-b53d-f32686f82a84,cust_1373,2026-05-12 09:20:00.573478,2889.27,upi,ERR_INSUFFICIENT_FUNDS,0.988,1,silent_retry,True,2026-05-13 20:20:00.573478,0.298
da921258-3994-4211-9966-dc17048b4fbe,cust_96,2026-08-13 09:20:00.573478,1535.42,enach,ERR_INSUFFICIENT_FUNDS,0.815,1,whatsapp_link,False,,0.463
375c0b50-784e-44b1-a7fa-92e3599817a6,cust_151,2026-07-26 22:20:00.573478,1959.49,upi,ERR_INSUFFICIENT_FUNDS,0.738,1,email_link,False,,0.248
af8c1527-5daa-4f22-982a-7570453dea8d,cust_934,2026-05-25 23:20:00.573478,4354.49,enach,ERR_INSUFFICIENT_FUNDS,0.611,2,email_link,False,,0.167
112f6928-afc9-4d1b-a606-d3d8facc9a9c,cust_721,2026-03-05 00:20:00.573478,3446.6,debit_card,ERR_NETWORK,0.972,1,whatsapp_link,False,,0.694
76104187-5335-49d1-8737-537109b3036e,cust_41,2026-05-27 08:20:00.573478,769.74,credit_card,ERR_INSUFFICIENT_FUNDS,0.525,2,email_link,False,,0.154
2f23c797-d82d-4242-b926-bba9e6868b93,cust_268,2026-07-01 01:20:00.573478,913.79,upi,ERR_INSUFFICIENT_FUNDS,0.875,1,silent_retry,False,,0.275
b697a97b-ef5f-402d-bf9e-ccbefd584fd0,cust_794,2026-04-23 13:20:00.573478,4774.03,debit_card,ERR_INSUFFICIENT_FUNDS,0.871,1,silent_retry,False,,0.274
290f3dbc-c1d4-4dc7-bc7d-5bbb3a83f0e8,cust_751,2026-06-17 22:20:00.573478,3876.47,credit_card,ERR_INSUFFICIENT_FUNDS,0.962,1,silent_retry,True,2026-06-20 11:20:00.573478,0.292
007d9f8d-7e9b-48cf-a8f3-9edc09f3b756,cust_939,2026-06-16 23:20:00.573478,124.74,enach,ERR_RISK_FLAG,0.441,1,email_link,False,,0.088
66f61239-8ceb-43ae-8163-4ce46347c136,cust_817,2026-03-09 08:20:00.573478,3647.11,enach,ERR_NETWORK,0.766,3,whatsapp_link,True,2026-03-09 20:20:00.573478,0.367
8bf23222-b3e9-4ab1-96f9-05322565ecd0,cust_1679,2026-03-16 18:20:00.573478,2822.45,debit_card,ERR_RISK_FLAG,0.791,1,whatsapp_link,False,,0.158
0908fc7e-9399-4f08-932a-3b30d1cac094,cust_1543,2026-05-22 07:20:00.573478,1662.59,debit_card,ERR_NETWORK,0.864,1,email_link,True,2026-05-24 19:20:00.573478,0.673
8ec1385b-13ba-46b3-8736-52a88f7509ad,cust_1837,2026-06-16 18:20:00.573478,2742.51,credit_card,ERR_INSUFFICIENT_FUNDS,0.881,1,whatsapp_link,True,2026-06-17 10:20:00.573478,0.476
eefd17c9-0445-4499-899e-8f7d8edecbbe,cust_493,2026-08-06 10:20:00.573478,1980.42,enach,ERR_INSUFFICIENT_FUNDS,0.639,1,email_link,False,,0.228
11e91cc8-a8c4-4fe0-8ebb-c0e2a707a0a5,cust_29,2026-06-29 21:20:00.573478,1747.22,enach,ERR_INSUFFICIENT_FUNDS,0.599,2,silent_retry,True,2026-07-01 18:20:00.573478,0.577
df18b4c0-5b84-4ddc-8ffe-e17ce5905514,cust_1166,2026-08-23 12:20:00.573478,319.99,upi,ERR_RISK_FLAG,0.898,1,silent_retry,False,,0.18
2572388b-6e21-4af7-8ed0-57fc3ef8997a,cust_187,2026-03-12 00:20:00.573478,3741.43,enach,ERR_RISK_FLAG,0.899,1,email_link,True,2026-03-14 06:20:00.573478,0.18
c9976e8f-fb2f-444c-b607-02c401fe874a,cust_885,2026-06-28 17:20:00.573478,3184.91,upi,ERR_NETWORK,0.869,1,silent_retry,True,2026-07-01 06:20:00.573478,0.924
41412ce4-374f-41b3-b589-b11203f36d3c,cust_1915,2026-08-07 14:20:00.573478,1195.71,upi,ERR_INSUFFICIENT_FUNDS,0.923,1,silent_retry,False,,0.285
51c3d294-4bf4-4037-96f1-44091a319120,cust_1634,2026-07-31 13:20:00.573478,4065.63,enach,ERR_NETWORK,0.794,1,silent_retry,True,2026-08-02 03:20:00.573478,0.909
9b35aa8c-ea27-4b86-8c6d-e2b2dba4c818,cust_328,2026-08-24 00:20:00.573478,4957.23,debit_card,ERR_NETWORK,0.796,1,silent_retry,True,2026-08-26 10:20:00.573478,0.909
b5dc130b-4afa-492d-ac04-cca2c5a0f314,cust_1347,2026-03-07 11:20:00.573478,3325.41,credit_card,ERR_NETWORK,0.953,2,email_link,False,,0.518
d6969c5e-57a6-49cd-9954-87afa0049794,cust_363,2026-04-15 06:20:00.573478,124.21,enach,ERR_NETWORK,0.898,1,email_link,False,,0.68
43dcc47b-df21-4f04-be01-8023c8adaae6,cust_82,2026-03-14 01:20:00.573478,2842.24,enach,ERR_INSUFFICIENT_FUNDS,0.799,1,email_link,False,,0.26
8ffd27ff-f5d8-4964-a664-47cd0686aadb,cust_365,2026-05-03 02:20:00.573478,601.3,enach,ERR_RISK_FLAG,0.777,3,whatsapp_link,False,,0.087
f384108b-2821-429d-beec-c5aebbcd4152,cust_524,2026-04-20 01:20:00.573478,4846.5,enach,ERR_RISK_FLAG,0.898,1,email_link,False,,0.18
b133be00-ea04-41fb-aa46-26b3110af312,cust_1031,2026-08-21 13:20:00.573478,2187.29,credit_card,ERR_RISK_FLAG,0.908,1,silent_retry,False,,0.182
a8a88ea9-1b16-4638-bdf4-b1b47a63c713,cust_157,2026-03-27 14:20:00.573478,839.18,enach,ERR_RISK_FLAG,0.902,3,silent_retry,False,,0.102
384ed1e4-65f3-4ec6-a6c1-181e4facbec5,cust_1979,2026-08-09 14:20:00.573478,3292.17,enach,ERR_INSUFFICIENT_FUNDS,0.777,2,whatsapp_link,False,,0.341
bbd358fc-dfc2-4b24-bb35-b62fd52f6417,cust_1608,2026-03-28 01:20:00.573478,186.52,credit_card,ERR_CARD_EXPIRED,0.854,3,silent_retry,True,2026-03-28 21:20:00.573478,0.045
510073f2-caca-4b36-b1f8-e86ff03a4d0a,cust_1582,2026-08-24 09:20:00.573478,1417.07,enach,ERR_CARD_EXPIRED,0.747,3,email_link,False,,0.281
62892ef3-6cab-48a1-ae16-d20bcd3a7cf6,cust_1813,2026-04-01 22:20:00.573478,4313.6,debit_card,ERR_NETWORK,0.886,1,silent_retry,True,2026-04-03 15:20:00.573478,0.927
761950b5-26c3-4d7a-a5e2-3fea34b2b7e8,cust_401,2026-06-01 07:20:00.573478,3900.44,debit_card,ERR_INSUFFICIENT_FUNDS,0.916,1,silent_retry,False,,0.283
b3908995-e247-4309-a7cf-325b58e7f871,cust_1997,2026-07-01 05:20:00.573478,300.8,enach,ERR_NETWORK,0.88,3,silent_retry,True,2026-07-01 11:20:00.573478,0.521
da15bda5-0baa-4b55-a6ae-db2ae29c0bdf,cust_9,2026-05-02 07:20:00.573478,4091.64,upi,ERR_INSUFFICIENT_FUNDS,0.864,2,email_link,False,,0.205
8ddf9736-1701-475f-90e8-2e14d62da03f,cust_1338,2026-03-14 22:20:00.573478,3006.07,enach,ERR_NETWORK,0.624,1,silent_retry,True,2026-03-15 17:20:00.573478,0.875
25afd762-0d11-4ef6-971c-82dd8b0093c7,cust_1591,2026-04-02 06:20:00.573478,201.22,upi,ERR_INSUFFICIENT_FUNDS,0.904,1,whatsapp_link,True,2026-04-04 17:20:00.573478,0.481
e89ddc73-2a7c-4f8c-b828-6d4fcf595dbf,cust_1667,2026-06-05 18:20:00.573478,4353.54,upi,ERR_INSUFFICIENT_FUNDS,0.893,2,whatsapp_link,False,,0.359
baf918c9-254a-4de6-a6d7-0ca31fe12712,cust_516,2026-08-26 20:20:00.573478,3652.76,enach,ERR_INSUFFICIENT_FUNDS,0.783,1,whatsapp_link,True,2026-08-28 11:20:00.573478,0.457
833df882-bf25-450f-bead-d7570a3f94c3,cust_1962,2026-06-07 19:20:00.573478,3048.09,debit_card,ERR_INSUFFICIENT_FUNDS,0.928,3,whatsapp_link,False,,0.273
1247d0bc-b495-42e7-a692-df75d6a2d929,cust_837,2026-03-15 11:20:00.573478,3345.84,upi,ERR_CARD_EXPIRED,0.893,1,whatsapp_link,True,2026-03-16 15:20:00.573478,0.529
38ace576-68ec-413f-832d-75ae8589a9dc,cust_66,2026-03-31 22:20:00.573478,2264.92,enach,ERR_NETWORK,0.748,1,whatsapp_link,False,,0.65
cf842d0e-ef57-4d28-b426-639fd8f052bf,cust_1385,2026-05-04 09:20:00.573478,278.69,credit_card,ERR_INSUFFICIENT_FUNDS,0.778,1,email_link,False,,0.256
eb469d06-5205-46b8-9030-5307e9f8e97c,cust_1521,2026-07-27 05:20:00.573478,701.56,credit_card,ERR_RISK_FLAG,0.553,1,whatsapp_link,False,,0.111
6dc1099f-b257-46cd-9f32-e23024f4dab7,cust_198,2026-04-12 13:20:00.573478,4867.18,upi,ERR_INSUFFICIENT_FUNDS,0.915,1,email_link,False,,0.283
54bea57c-5e68-4296-a07d-0af85c59c3b9,cust_919,2026-05-20 05:20:00.573478,3398.82,debit_card,ERR_INSUFFICIENT_FUNDS,0.71,1,silent_retry,False,,0.242
32e6de27-b783-44b4-8269-24a803f4fa69,cust_1376,2026-08-06 05:20:00.573478,4170.3,upi,ERR_INSUFFICIENT_FUNDS,0.95,1,silent_retry,True,2026-08-08 03:20:00.573478,0.29
87f3e67b-61b0-4aed-baa3-6a93a0f86c15,cust_1988,2026-05-08 20:20:00.573478,3322.44,debit_card,ERR_INSUFFICIENT_FUNDS,0.653,1,whatsapp_link,True,2026-05-10 20:20:00.573478,0.431
06af57f5-13a3-4c2a-bc9e-8c0db4f65176,cust_781,2026-07-03 17:20:00.573478,3370.21,debit_card,ERR_INSUFFICIENT_FUNDS,0.668,2,whatsapp_link,True,2026-07-03 18:20:00.573478,0.325
3dc019bf-e220-4351-b3b6-6acf6c9e625b,cust_1368,2026-07-22 08:20:00.573478,2786.65,credit_card,ERR_INSUFFICIENT_FUNDS,0.958,1,silent_retry,False,,0.292
efaebb32-f5e2-4de4-bde5-b07646f65e4f,cust_102,2026-08-21 20:20:00.573478,4329.33,enach,ERR_INSUFFICIENT_FUNDS,0.899,1,whatsapp_link,False,,0.48
696878ce-9d39-47fc-b79a-3fa72e524e46,cust_1178,2026-05-26 17:20:00.573478,3604.91,upi,ERR_NETWORK,0.677,2,silent_retry,True,2026-05-28 16:20:00.573478,0.664
12cffb2f-52aa-47a4-8a9d-96de68131b73,cust_1141,2026-03-22 00:20:00.573478,595.96,credit_card,ERR_INSUFFICIENT_FUNDS,0.758,1,silent_retry,False,,0.252
ead630b3-defa-46a4-9464-80ba9d516c8a,cust_751,2026-03-03 04:20:00.573478,4132.55,debit_card,ERR_RISK_FLAG,0.836,1,email_link,True,2026-03-04 19:20:00.573478,0.167
a01ee9c0-2ce1-4e04-a4a4-13980f1cf35b,cust_909,2026-04-06 07:20:00.573478,4048.36,credit_card,ERR_INSUFFICIENT_FUNDS,0.891,1,silent_retry,True,2026-04-07 05:20:00.573478,0.278
50e5c4ff-6e5a-44b3-b238-84db731548cf,cust_1142,2026-06-30 21:20:00.573478,1830.76,debit_card,ERR_RISK_FLAG,0.883,2,email_link,False,,0.132
8b792733-1f27-406e-9498-a7abf3760549,cust_531,2026-05-09 02:20:00.573478,4358.37,credit_card,ERR_INSUFFICIENT_FUNDS,0.742,1,email_link,False,,0.248
3620bb2b-43d5-4f7d-98e4-74ef1ebc9188,cust_805,2026-05-18 00:20:00.573478,2533.16,debit_card,ERR_CARD_EXPIRED,0.709,1,email_link,True,2026-05-19 18:20:00.573478,0.492
83fb39ce-4684-4e69-874f-dc0dadd02ece,cust_1398,2026-04-16 06:20:00.573478,1751.41,enach,ERR_CARD_EXPIRED,0.919,2,email_link,False,,0.4
ab085954-493e-4f45-94e6-b12ba55b7919,cust_1765,2026-04-18 13:20:00.573478,441.66,enach,ERR_NETWORK,0.847,1,silent_retry,True,2026-04-21 08:20:00.573478,0.919
da092578-b585-4a03-9f24-a4825c27e531,cust_1014,2026-08-19 13:20:00.573478,4976.85,upi,ERR_INSUFFICIENT_FUNDS,0.95,1,whatsapp_link,True,2026-08-21 23:20:00.573478,0.49
550d2d26-bff6-45d3-954a-e26667c9b2dd,cust_1572,2026-06-15 10:20:00.573478,1802.1,enach,ERR_NETWORK,0.784,3,email_link,False,,0.369
2cf1cc93-44f4-4d33-86cd-8e264ef0e1aa,cust_348,2026-05-23 17:20:00.573478,3959.72,enach,ERR_INSUFFICIENT_FUNDS,0.783,1,silent_retry,False,,0.257
602f09af-0cc8-44d0-8614-8b9b5b2f2a06,cust_1524,2026-05-14 14:20:00.573478,2290.29,enach,ERR_INSUFFICIENT_FUNDS,0.869,1,whatsapp_link,True,2026-05-16 09:20:00.573478,0.474
8ac3f891-24d8-4915-b357-d71f4a61abdd,cust_143,2026-08-06 01:20:00.573478,3970.15,enach,ERR_NETWORK,0.837,1,whatsapp_link,True,2026-08-08 19:20:00.573478,0.667
40218a12-5721-484c-8fe9-6d4404622d70,cust_859,2026-03-25 13:20:00.573478,4322.87,enach,ERR_INSUFFICIENT_FUNDS,0.562,1,email_link,False,,0.212
0b16ba7c-9063-4580-b3ca-e1e79c7b68bf,cust_822,2026-07-20 08:20:00.573478,2442.35,enach,ERR_INSUFFICIENT_FUNDS,0.665,1,silent_retry,False,,0.233
